numberOfRooms,numberOfBedrooms,livingSpace,apartmentFloor,zipCode,price
5,3,"165,9",6,75016,3300000
2,1,"28,6",5,75005,416000
3,2,45,2,75014,423000
2,1,38,1,75015,377000
3,2,65,3,75019,745000
2,1,47,1,75015,380000
2,1,32,4,75014,325000
2,1,"41,5",1,75019,450000
3,2,61,2,75015,599000
3,2,66,4,75006,1098000
2,1,"28,1",3,75018,231000
2,1,35,5,75002,420000
2,1,34,1,75015,329800
2,1,50,1,75017,599000
4,2,84,2,75003,920000
2,1,33,2,75018,300000
3,2,46,1,75018,240000
2,2,52,2,75019,546000
4,2,92,3,75011,1085000
3,2,77,5,75019,475000
3,2,71,1,75019,660000
2,1,35,8,75015,399000
2,1,39,3,75002,496000
4,2,73,5,75018,760000
3,2,72,2,75018,760000
4,2,78,3,75001,1080000
2,1,"35,1",1,75019,315000
3,2,"52,9",5,75019,385000
4,3,77,4,75019,1290000
4,3,70,4,75019,1190000
5,2,200,3,75008,4100000
2,1,45,3,75016,535000
3,2,57,4,75020,560000
2,1,42,1,75011,570000
3,2,106,10,75015,970000
5,3,114,1,75017,1299000
2,1,85,1,75008,1450000
3,1,55,5,75015,510000
2,1,45,2,75011,492000
4,3,97,3,75019,900000
2,1,32,3,75020,275000
2,1,50,2,75019,375000
2,1,27,2,75017,249000
4,3,93,5,75012,1200000
2,1,48,10,75020,442000
2,1,23,2,75018,230000
3,2,61,5,75012,550000
3,2,64,1,75014,640000
2,1,36,2,75018,220000
4,3,80,26,75018,350000
4,2,69,2,75019,414000
2,1,"42,2",2,75015,477000
4,2,83,2,75018,760000
2,1,43,1,75018,373000
6,3,139,4,75016,2165000
2,1,46,2,75018,480000
2,1,26,3,75011,195000
3,2,55,1,75018,670000
2,2,"18,6",5,75008,240000
2,1,74,1,75020,735000
4,2,"73,2",4,75018,589500
2,1,29,7,75018,349000
2,1,52,1,75015,578900
5,3,133,5,75017,1265000
2,1,37,2,75018,335000
2,1,"54,2",11,75016,674000
2,1,56,4,75018,575000
2,1,38,1,75015,349000
3,2,"55,3",2,75013,598000
2,1,53,2,75015,459000
2,1,42,5,75016,535000
3,2,42,4,75013,420000
2,1,49,2,75017,545000
6,4,145,1,92100,1295000
3,2,51,2,75015,447000
4,2,67,2,75015,685000
2,1,"51,6",2,75018,455000
2,1,67,2,75005,799000
3,2,46,2,75018,380000
2,1,48,4,75011,496000
2,1,58,5,75010,450000
3,2,80,1,75002,988000
3,2,54,3,75018,480000
3,2,54,4,75007,890000
2,1,49,1,75011,417000
3,2,70,3,75019,499000
2,1,38,3,75002,599000
3,1,56,2,75015,499000
7,4,198,4,75014,2380000
7,4,197,3,75014,2250000
4,3,107,1,75006,1790000
3,2,77,4,75007,980000
4,3,108,2,75016,1290000
2,1,67,3,75015,538000
5,2,"106,3",5,75008,1127000
4,1,"94,7",3,75003,1037000
4,3,158,6,75016,3758000
4,3,"87,4",2,75016,1455000
2,1,60,1,75005,650000
3,2,"51,5",2,75013,523000
3,2,55,1,75019,449000
3,2,83,2,75018,780000
4,3,88,8,75019,619000
3,2,"61,3",6,75019,455000
2,1,31,4,75017,253200
3,2,53,3,75016,650000
2,1,46,2,75012,349000
4,2,105,4,75017,945000
3,2,63,7,75011,720000
5,4,107,5,75011,965000
4,2,"85,1",5,75016,890000
3,2,68,6,75016,590000
2,1,42,4,75010,372000
2,1,56,1,75012,400000
3,2,64,4,75017,629000
3,2,58,1,75018,450000
2,1,41,1,75018,435000
2,1,40,4,75018,329000
2,1,34,5,75003,500000
3,2,64,1,75020,499000
2,1,60,7,75012,465000
3,2,91,2,75011,948000
2,1,44,4,75015,319000
5,3,90,5,75014,880000
3,2,72,5,75018,549000
1,1,9,6,75010,105000
5,3,123,4,75007,1960000
3,2,74,5,75018,948000
5,3,"114,7",3,75003,1145000
5,1,89,1,75012,850000
4,2,101,4,75012,995000
4,3,105,3,75012,899000
3,2,60,5,75018,465000
5,3,110,14,75013,945000
2,1,"52,9",6,75013,470000
2,1,32,1,75007,499000
2,1,37,3,75007,632000
2,1,48,10,75012,580000
6,4,100,3,75015,985000
3,2,"58,6",4,75015,620000
4,3,82,4,75011,830000
3,2,68,2,75008,870000
2,1,"53,6",4,75017,650000
2,1,"53,6",4,75009,650000
2,1,"33,1",2,75018,279000
3,2,70,22,75013,475000
5,3,220,5,75008,4900000
2,1,36,3,75011,399000
2,1,26,3,75018,239000
3,1,45,2,75011,499000
3,2,76,3,75012,650000
3,2,62,2,75011,676500
4,2,95,1,75018,890000
4,2,83,3,75019,470000
2,1,38,3,75017,419000
3,1,55,5,75015,510000
3,2,"46,3",3,75018,620000
3,1,"49,2",4,75012,527000
4,2,"93,6",1,75011,980000
5,3,130,4,75016,1530000
6,4,"159,4",1,75013,884000
4,3,77,3,75012,698000
3,2,54,4,75017,699500
7,3,198,1,75016,2980000
2,1,50,3,75019,465000
2,1,50,2,75016,415000
2,1,"19,4",4,75006,414000
4,3,"85,8",4,75019,585000
2,1,56,1,75015,630000
3,2,75,1,75017,622000
4,2,98,2,75012,950000
4,2,105,1,75016,1225000
4,2,122,1,75016,1225000
6,4,200,8,75015,2650000
6,4,"148,1",1,75004,2473000
4,3,"83,7",8,75020,795000
9,6,492,4,75008,10700000
5,4,138,1,75018,1090000
2,1,53,4,75012,455000
4,3,"115,9",1,75016,1330000
2,1,39,4,75018,329000
2,1,35,3,75018,330000
3,2,56,3,75018,455000
3,2,46,4,75018,397000
3,2,51,2,75014,543000
2,1,47,3,75015,446000
3,1,66,7,75020,750000
3,2,"69,6",2,75019,580000
2,1,"41,6",2,75017,440000
3,2,50,1,75019,415000
2,1,"40,6",5,75018,490000
2,1,24,1,75012,299000
3,2,66,1,75013,599000
3,2,"68,1",1,75016,1090000
2,1,42,6,75018,395000
2,1,"45,8",2,75018,559000
3,2,"61,5",3,75018,820000
5,4,91,3,75009,1195000
3,2,102,5,75008,1285000
2,1,44,2,75018,529000
2,1,39,1,75010,375000
4,2,94,8,75018,699000
2,1,"18,8",2,75015,210000
7,5,175,2,92200,2095000
2,1,"36,7",1,75018,267500
5,4,"153,5",3,75010,1590000
3,2,60,4,75006,875000
4,3,86,11,75019,599000
4,3,120,9,75019,840000
3,2,"54,5",1,75015,490000
2,1,35,3,75011,353000
3,1,60,1,75018,519000
2,1,29,2,75018,369000
2,1,60,1,75018,519000
2,1,46,2,75011,550000
2,1,30,1,75013,299000
3,2,"76,7",1,75009,850000
6,4,"117,7",8,75015,995000
3,1,"93,9",4,75014,1100000
5,3,130,5,75018,999000
2,1,38,4,75018,430000
3,1,50,4,75015,578000
7,3,118,6,75010,1320000
2,1,"50,1",3,75011,490000
2,1,51,1,75020,610000
3,2,"67,2",3,75018,850000
3,2,66,4,75013,577000
4,3,110,4,75013,955000
6,4,164,1,75007,2290000
2,1,26,2,75017,249000
3,2,80,4,75002,855000
2,1,"43,1",4,75020,415000
2,1,49,6,75009,800000
4,3,91,3,75013,750000
2,1,49,1,75017,432000
2,1,41,5,75020,344500
3,2,47,5,75014,495000
6,3,125,2,75011,1352000
3,1,"37,3",1,75018,280000
2,1,"40,3",5,75011,479900
4,3,78,6,75020,570000
5,3,135,3,75008,1950000
2,1,42,3,75004,598000
2,1,30,4,75019,260000
3,2,"76,3",6,75016,795000
2,1,"45,3",1,75005,887000
4,2,"100,7",1,75016,950000
5,3,"128,3",5,75001,2800000
2,1,64,6,75005,1600000
4,2,139,1,75007,1980000
3,1,56,3,75020,599000
2,1,38,4,75001,500000
2,1,37,1,75017,415000
4,2,88,1,75018,1090000
4,3,99,2,75020,749900
2,1,44,1,75015,398000
3,1,58,1,75015,600000
5,3,119,4,75010,1190000
3,2,87,6,75016,760000
2,1,"34,1",5,75009,375000
2,1,50,4,75002,599000
4,2,87,2,75016,1460000
5,3,105,3,75019,795000
2,1,40,7,75015,360000
3,2,80,1,75002,988000
2,1,35,7,75017,465000
3,2,60,6,75014,639000
3,2,52,4,75019,509000
2,1,52,3,75009,785000
3,2,55,1,75009,558000
5,4,128,2,75012,1199000
2,1,66,1,75009,665000
7,6,177,11,75014,1795000
2,1,52,6,75013,360000
4,3,108,8,75016,1145000
2,1,"32,2",5,75015,318000
2,1,"50,4",5,75020,399000
4,3,79,1,75016,805000
3,2,76,4,75007,1090000
2,1,33,2,75018,308000
3,2,63,4,75013,675000
2,1,"33,6",4,75014,400000
5,4,"230,7",6,75016,3300000
3,1,60,6,75009,760000
3,1,57,2,75015,543000
2,1,36,3,75003,510000
4,3,88,1,75020,698000
7,4,192,4,75116,2430000
3,2,44,3,75003,600000
2,1,36,6,75010,388000
2,1,51,3,75003,675000
6,4,391,2,75016,9000000
3,1,62,1,75018,680000
5,3,120,2,75016,1300000
3,1,52,4,75005,735000
3,2,"58,2",2,75018,680000
2,1,54,6,75016,575000
2,1,32,2,75015,298000
2,1,"39,8",4,75014,417000
4,3,101,4,75012,1070000
5,3,120,1,75015,1536000
3,2,69,1,75018,559000
3,2,73,7,75016,895000
4,2,120,3,75009,1495000
5,3,120,3,75018,1495000
4,3,"81,1",4,75016,988000
4,2,95,5,75016,1239000
5,4,134,5,75016,1468000
8,5,"213,7",3,75016,2760000
3,2,67,5,75015,773000
2,1,33,1,75018,245000
3,2,68,1,75020,469000
3,2,"44,4",2,75017,395000
3,2,47,1,75018,332000
2,1,"27,2",1,75005,336000
6,4,242,1,75116,2990000
2,1,55,1,75004,610000
3,1,60,6,75009,760000
5,3,"243,4",5,75001,11500000
4,2,111,1,75002,1600000
4,3,127,4,75018,970000
2,1,27,3,75018,367000
2,1,46,6,75006,780000
2,1,"48,4",1,75010,515000
2,1,"50,4",5,75020,399000
3,2,44,3,75005,490000
5,3,176,4,75008,2460000
4,2,89,3,75018,800000
4,2,107,5,75015,998000
4,2,"90,3",1,75015,820000
2,1,50,4,75019,389000
4,3,80,2,75010,785000
3,2,81,7,75016,460000
5,3,100,3,75015,1456000
3,2,43,5,75012,449000
4,3,127,4,75018,970000
2,1,48,6,75017,495600
3,2,69,2,75013,698000
2,1,52,1,75020,450000
2,1,43,4,75016,650000
5,3,162,6,75007,3000000
2,1,"39,9",2,75003,595000
7,4,"155,1",4,75013,1695000
3,2,"46,8",5,75015,500000
4,2,84,2,75017,890000
4,3,87,4,75014,1082000
2,1,31,5,75018,286000
2,1,54,8,75010,468000
4,3,"82,9",7,75019,659000
4,2,76,3,75014,735000
3,2,"68,8",2,75019,386000
2,1,49,2,75015,549500
3,2,61,2,75018,550000
4,3,69,2,75015,619500
1,1,43,4,75015,429500
3,2,56,2,75009,640000
1,1,43,2,75017,430000
4,3,85,5,75011,898000
2,1,24,3,75015,260000
5,3,134,9,75016,1495000
3,2,51,1,75014,485000
4,2,"87,8",2,75017,830000
4,3,84,3,75017,811000
4,3,88,6,75016,942000
6,5,163,3,75015,1345000
2,1,49,7,75020,395000
5,3,113,4,75015,1050000
7,4,353,5,75016,3960000
9,4,"226,6",6,75016,6795000
4,2,107,5,75001,1580000
3,1,70,5,75020,630000
4,3,100,1,75014,997000
3,2,"50,5",5,75018,379480
4,3,83,6,75016,1260000
3,2,65,5,75009,709000
4,3,81,2,75010,923000
4,3,81,2,75010,923000
3,2,55,1,75009,595000
7,4,227,1,75016,2200000
2,1,33,3,75018,270000
2,1,46,1,75018,399000
3,2,"66,8",9,75019,412000
3,2,74,7,75014,695000
2,1,49,1,75011,440000
2,1,"32,7",2,75017,377000
3,1,"61,6",6,75006,1360000
1,33,RDC,05,75011,330000
2,1,"36,7",4,75015,360000
2,1,38,4,75009,460000
4,3,90,2,75010,1100000
4,2,97,2,75012,950000
4,2,129,6,75016,1349000
6,4,127,3,75009,1415000
2,1,47,8,75013,420000
6,4,153,1,75009,2075000
2,1,"47,5",3,75020,398000
2,1,44,3,75006,925000
2,1,40,3,75010,460000
8,4,258,1,75016,2980000
3,2,47,6,75010,495000
5,3,"112,1",2,75016,1650000
6,4,"166,9",3,75016,2010000
2,1,"45,9",7,75016,790000
3,2,72,6,75007,1030000
6,4,"149,1",3,75004,1990000
7,3,"174,5",1,75016,1890000
5,3,"126,9",5,75016,1730000
3,2,"49,8",4,75006,770000
6,3,307,1,75016,4700000
6,3,"278,9",1,75008,4100000
5,3,132,5,75017,1265000
3,2,85,3,75016,1200000
6,3,168,3,75016,2785000
4,3,157,1,75016,2350000
7,3,289,1,75116,19200000
3,2,66,4,75017,875000
3,1,77,1,75017,795000
2,1,45,1,75012,360000
4,3,59,4,75019,418000
2,1,"38,4",3,75013,399000
2,1,30,3,75018,235000
2,1,20,6,75018,200000
2,1,35,5,75018,315000
3,2,94,4,75006,1645000
3,2,65,5,75015,525000
3,2,71,4,75018,869000
2,1,60,5,75002,750000
4,2,90,1,75007,1140000
6,4,135,2,75016,2500000
3,2,80,3,75007,895000
2,1,33,2,75018,295000
5,3,"119,3",4,75020,1211000
3,2,65,1,75009,700000
3,2,"70,1",2,75016,795000
3,1,"63,5",1,75018,499000
3,2,75,1,75003,1199000
2,1,"69,4",5,75002,1690000
5,3,"229,4",6,75016,4400000
2,1,36,3,75018,399000
5,3,161,1,75017,1690000
3,2,"70,4",1,75017,799000
2,1,"45,6",4,75018,451500
2,1,23,7,75018,395000
2,1,"24,5",5,75006,440000
5,3,"154,9",3,75016,1890000
8,4,303,2,75016,9000000
4,3,65,6,75010,790000
5,3,102,3,75016,1100000
5,3,150,5,75017,1845000
5,2,"119,4",1,75016,1420000
3,2,91,2,75011,945000
5,3,168,5,75006,3685000
6,4,184,4,75008,2050000
3,2,53,1,75011,630000
2,1,40,4,75018,475000
4,1,77,4,75011,699000
2,1,"43,1",4,75013,399000
4,3,"100,3",3,75012,1470900
2,1,38,7,75020,250000
1,"32,9",1er,10,75020,435000
5,"107,2",1er,10,75020,1350000
4,"85,6",1er,10,75020,1040000
2,1,31,5,75014,399000
6,4,203,1,75017,2050000
2,1,48,1,75011,525000
5,3,"114,1",1,75017,1299000
2,1,45,2,75019,339200
3,2,"80,5",12,75013,1049900
4,3,95,12,75013,1124800
4,2,"79,9",1,75016,1247000
6,4,"226,2",4,75016,3440000
6,3,"196,7",4,75017,2477035
6,3,220,2,75017,3070000
6,3,"170,4",5,75016,3519000
5,4,"111,4",4,75020,1399000
2,1,39,1,75013,244000
6,4,"233,3",5,75008,4750000
3,2,"55,4",6,75012,550000
10,5,411,3,75017,4695000
2,1,"52,4",1,75015,640000
4,3,94,1,75009,932000
4,3,101,2,75017,1379000
4,3,101,2,75008,1379000
4,3,150,1,75017,1050000
3,2,"68,8",5,75003,347456
3,1,63,2,75011,685000
5,3,135,3,75008,1950000
3,2,83,2,75001,1049000
4,3,87,4,75001,1395000
2,1,"49,7",5,75003,530000
4,3,130,8,75016,1550000
4,2,87,2,75010,820000
3,2,50,5,75015,597000
6,4,179,2,75006,6900000
3,1,97,2,75004,1627000
3,2,74,2,75010,855000
3,2,"51,7",2,75015,464200
2,1,30,2,75009,341000
2,1,"38,8",6,75012,400000
2,1,44,5,75011,449000
2,1,52,4,75014,518000
4,3,79,2,75020,650000
4,3,"91,9",5,75019,630000
2,1,"28,3",6,75005,389000
2,1,35,1,75012,329000
3,2,84,2,75013,861000
3,2,68,3,75001,840000
2,1,"20,1",4,75001,285000
4,3,110,8,75018,845000
4,3,"103,2",4,75019,760000
3,2,"52,3",1,75016,470000
4,3,76,4,75019,628000
3,2,68,2,75019,610000
2,1,38,1,75015,325000
4,3,84,3,75015,760000
2,1,48,6,75016,499000
7,5,"147,1",1,75017,1500000
4,2,94,1,75007,1350000
6,3,"186,6",4,75016,2590000
4,2,"72,1",2,75008,1230000
6,4,"200,8",2,75017,2090000
4,2,126,4,75017,2300000
4,3,"102,4",1,75017,950000
2,1,46,2,75020,497000
2,1,"123,9",3,75018,1395000
1,1,11,5,75019,106000
2,1,35,3,75009,402000
2,1,"29,2",7,75014,350000
3,2,50,1,75015,470000
3,2,"81,2",3,75001,1099000
2,1,39,6,75015,439000
3,1,77,1,75016,1250000
2,1,51,4,75002,795000
3,2,"67,8",5,75017,810000
5,3,110,7,75017,1390000
4,3,74,3,75016,880000
4,3,144,2,75015,1680000
7,4,"147,1",1,75017,1500000
3,2,"71,8",1,75015,710000
2,1,38,6,75018,360000
2,1,"34,3",6,75009,430000
3,1,"86,1",1,75020,570000
4,3,88,1,75016,830000
3,2,"50,9",2,75015,487000
4,2,"74,5",3,75010,680000
3,2,"67,1",4,75013,785000
4,3,"103,8",5,75019,1150000
3,2,"64,8",1,75011,800000
3,2,54,2,75019,495000
2,1,28,4,75012,335000
5,3,"125,2",2,75016,1749000
4,2,91,6,75016,1030000
4,2,"98,6",3,75016,1295000
2,1,42,1,75018,299800
4,2,"80,2",9,75015,795400
3,2,65,6,75014,997500
2,1,29,3,75013,265000
3,1,47,3,75006,650000
4,3,"120,1",6,75005,1312500
2,1,24,4,75020,275000
2,1,28,6,75008,285000
6,4,206,2,75017,2090000
3,2,55,4,75017,570000
4,2,82,1,75017,860000
4,2,"142,1",1,75016,2390000
2,1,40,6,75018,525000
4,2,108,3,75003,1545000
3,2,65,1,75019,580000
4,3,84,2,75013,830000
2,1,50,11,75017,485000
3,1,62,6,75010,565000
3,2,"45,6",5,75005,514650
4,2,61,2,75011,599500
2,1,47,3,75006,685000
3,2,70,6,75017,765000
4,2,70,5,75017,799000
6,4,255,7,75017,2950000
3,3,"126,4",3,75015,1995000
2,1,35,6,75015,429000
2,1,35,1,75019,305000
3,2,"79,2",5,75013,400000
5,3,133,3,75018,1145000
2,1,35,2,75018,290000
2,1,26,7,75015,299000
4,3,82,5,75018,1000000
2,1,31,5,75020,275000
5,3,"145,4",1,75006,1790000
4,2,75,1,75004,920000
5,3,170,3,75010,1980000
3,2,69,2,75014,575000
3,1,43,2,75018,320000
3,2,81,1,75006,990000
3,2,57,3,75017,579000
2,1,32,3,75004,425000
5,3,105,2,75018,899000
3,2,53,3,75013,480000
3,2,"52,8",5,75013,598000
3,2,60,6,75011,599000
4,3,93,2,75019,619000
2,1,39,3,75019,398000
3,2,48,1,75014,539000
3,2,49,2,75011,540000
2,1,35,1,75019,355000
3,2,67,3,75015,805500
5,3,"125,5",8,75016,1365000
5,2,173,3,75006,4200000
2,1,59,5,75017,510000
2,1,22,4,75004,299000
3,1,77,3,75008,1998000
3,2,64,2,75015,735000
3,1,51,1,75011,485000
3,2,"73,6",3,75007,1790000
2,1,67,2,75010,745000
4,3,"93,7",16,75015,1150000
4,2,85,3,75008,1500000
4,3,"63,7",5,75005,819000
3,2,"52,3",5,75013,425000
3,2,51,4,75006,785000
4,3,91,4,75013,626000
5,3,120,4,75014,930000
3,2,60,2,75018,567000
7,5,170,1,75015,1580000
2,1,"73,4",5,75015,745000
3,2,60,4,75003,795000
4,2,90,5,75016,945000
3,2,90,1,75016,845000
2,1,55,1,75005,690000
4,3,109,3,75009,1352000
4,3,"101,4",2,75006,1595000
2,1,33,4,75003,420000
4,1,"103,7",2,75006,1998000
3,2,85,3,75007,1980000
2,1,36,1,75011,385000
2,1,42,3,75011,529900
2,1,46,3,75020,437000
3,2,"68,8",3,75006,1050000
3,1,"69,9",3,75007,1290000
4,3,123,4,75006,1960000
4,2,"81,3",2,75007,1260000
6,2,180,3,75008,1750000
9,6,"341,7",2,75016,3800000
2,1,27,5,75003,382000
6,3,"208,9",3,75008,4650000
5,4,240,6,75016,5200000
4,3,76,3,75018,675000
2,1,40,6,75014,395000
3,2,50,3,75013,545000
2,1,32,3,75011,399000
3,1,47,4,75020,380000
3,1,57,5,75015,699000
3,2,"63,9",3,75002,785000
3,2,"70,2",1,75013,780000
2,1,40,3,75002,460000
3,2,81,8,75015,695000
7,4,"240,4",4,75006,2960000
3,2,72,3,75003,1100000
2,1,60,6,75016,450000
4,2,95,8,75016,2270000
4,3,"108,9",2,75013,1095000
9,1,342,2,75116,3795000
5,4,205,4,75016,2650000
2,1,60,2,75018,495000
2,1,39,3,75017,395000
5,3,103,2,75017,1140000
4,2,83,2,75010,1040000
4,3,92,5,75014,900000
3,1,49,1,75013,480000
5,2,"141,2",2,75010,1620000
3,2,70,1,75010,630000
5,3,"137,8",1,75007,1980000
7,4,"171,8",1,75014,2180000
7,4,220,3,75006,3045000
3,1,"62,7",4,75005,638000
3,2,"79,2",1,75016,895000
2,1,46,2,75016,599500
4,2,"92,1",3,75002,1850000
4,2,"96,7",2,75015,1180000
4,2,"110,3",1,75004,2490000
3,2,51,5,75005,695000
4,2,97,2,75016,835000
3,2,67,4,75020,510000
3,2,45,3,75017,385000
2,1,"40,5",1,75005,435000
5,3,215,3,75007,9700000
2,1,"33,7",6,75010,425000
2,2,"51,4",5,75006,795000
5,3,158,3,75006,3900000
3,2,61,3,75001,780000
4,2,90,4,75007,1925000
7,4,188,1,75020,1650000
3,1,75,5,75007,1670000
4,2,64,1,75007,1000000
3,2,135,4,75001,2590000
2,1,33,4,75020,349000
3,2,71,4,75017,649000
1,3,8,7,75016,74000
5,3,100,1,75020,698000
2,1,"53,2",30,75013,550000
3,2,53,3,75006,770000
2,1,49,2,75014,420000
2,1,44,3,75013,470000
2,1,41,1,75014,435000
5,3,132,3,75007,2756000
5,3,105,4,75015,898000
3,2,66,5,75010,818000
3,2,90,7,75016,998000
4,3,131,1,75011,1250000
2,2,65,2,75009,730000
3,1,"55,5",1,75008,599000
5,3,"112,4",7,75015,819000
3,2,78,13,75015,699000
3,2,54,4,75004,672000
5,4,114,3,75003,1145000
3,2,53,6,75020,550000
3,2,51,4,75006,785000
2,1,58,5,75017,750000
3,2,"73,3",2,75015,572000
4,2,89,2,75011,990000
4,3,95,2,75013,964000
4,3,79,6,75015,950000
5,4,"97,3",3,75015,900000
8,4,259,3,75008,4564000
2,1,46,21,75015,525000
2,1,50,1,75016,540000
3,2,41,2,75015,450000
3,2,79,4,75017,659000
3,2,66,3,75003,899900
4,3,86,1,75020,1275000
3,2,52,3,75015,507000
5,3,106,2,75015,840000
2,1,61,2,75016,676000
4,2,82,4,75008,1145000
5,3,102,5,75016,1350000
2,1,47,2,75017,495000
7,5,210,1,75017,2149000
2,1,45,7,75020,424000
5,3,110,3,75016,1215000
4,3,83,32,75013,528000
2,1,66,2,75006,1250000
2,1,44,1,75010,430000
5,3,"102,6",5,75017,1395000
2,1,35,5,75018,264500
2,1,49,4,75008,1840000
3,2,49,7,75020,510000
2,2,55,2,75014,490000
3,2,103,1,75003,1500000
5,3,118,3,75016,1300000
4,3,88,16,75013,445000
5,3,160,3,75006,3900000
7,4,290,1,75008,4275000
2,1,"37,1",3,75005,475000
2,1,22,2,75012,192000
3,2,72,3,75018,1200000
3,2,41,3,75010,360000
3,2,61,1,75011,685000
7,4,220,3,75014,3045000
2,1,"33,6",3,75014,455800
3,2,43,2,75012,425000
3,2,45,4,75015,500000
3,2,107,2,75015,1500000
2,1,"50,2",1,75016,540000
3,2,52,3,75018,689000
3,2,55,3,75020,395000
6,4,170,4,75009,2028000
3,2,"65,8",4,75017,660000
2,1,43,8,75019,434000
2,1,41,5,75015,435000
5,4,133,3,75011,1199000
3,2,64,2,75012,953900
2,1,56,5,75011,649900
2,1,41,2,75011,410000
2,1,"26,5",7,75014,340000
3,2,75,2,75013,830000
4,2,81,1,75015,849000
4,3,85,9,75019,585000
2,1,32,4,75010,288000
2,1,39,2,75005,477000
2,1,57,11,75013,499000
3,2,65,1,75017,800000
3,2,34,6,75015,295000
5,3,"187,6",5,75007,4200000
4,3,111,4,75020,1399000
2,1,"59,9",1,75005,1090000
3,2,47,2,75003,645000
2,1,23,3,75010,249000
2,1,38,2,75010,386000
4,2,74,6,75001,1080000
3,2,"42,4",1,75016,440000
3,2,65,6,75018,1150000
3,2,67,1,75010,538000
3,2,48,3,75004,790000
2,1,"27,3",8,75020,220000
5,3,155,4,75007,4985000
3,2,54,4,75003,672000
2,1,"37,6",2,75005,520000
4,2,96,9,75116,990000
5,3,234,9,75016,2500000
4,3,97,7,75019,730000
2,1,59,2,75006,1100000
3,2,55,4,75020,700000
5,3,112,5,75019,915000
5,3,122,5,75020,1211000
4,3,100,9,75016,980000
4,2,"128,5",3,75003,1590000
2,1,"39,2",3,75004,572000
4,3,79,1,75017,945000
2,1,"38,4",2,75015,442000
2,1,37,1,75018,284000
2,1,38,6,75018,360000
2,1,71,2,75009,540000
2,1,32,3,75007,398000
2,1,58,1,75016,574500
6,4,117,4,75020,995000
2,1,43,4,75017,479000
3,1,73,1,75002,750000
3,2,57,1,75018,615000
2,1,"50,3",3,75013,546000
2,1,49,2,75014,459000
2,1,44,3,75012,498000
2,1,33,2,75018,321000
3,2,65,4,75016,695000
5,3,113,5,75020,916700
3,2,"66,8",14,75013,405700
3,1,48,3,75014,427000
2,1,49,2,75020,412000
2,1,"43,5",5,75012,296400
5,3,"125,6",2,75001,1650000
2,1,47,4,75005,615000
3,2,62,2,75012,489000
3,2,75,32,75015,620000
3,2,61,4,75006,840000
3,1,"38,9",7,75009,370000
2,1,45,3,75020,347000
2,1,51,2,75011,515000
2,1,27,4,75015,399950
3,2,47,2,75018,399000
2,1,28,6,75016,315000
3,2,"48,2",1,75011,540000
3,2,"99,2",2,75016,960000
2,1,45,5,75014,450000
3,2,70,8,75015,762000
1,1,46,1,75004,598000
3,2,"55,8",4,75016,798000
7,3,216,1,75016,2750000
3,1,158,1,75116,2310000
3,2,"71,3",10,75015,980000
3,2,69,2,75008,995000
4,2,71,5,75018,865000
4,2,110,2,75018,960000
3,2,"86,5",2,75015,745620
3,2,63,2,75018,470000
3,2,62,20,75018,449000
3,1,55,3,75012,570000
3,2,"50,9",2,75015,520000
3,2,62,4,75013,695000
5,4,110,4,75013,1250000
6,4,124,2,75004,1595000
4,2,86,5,75011,960000
6,5,"157,1",3,75005,2235000
2,1,35,2,75007,465000
3,2,62,5,75015,665000
2,1,47,2,75011,523000
4,3,73,2,75005,1220000
4,3,60,1,75014,690000
3,2,"73,9",1,75001,1185600
3,2,57,2,75015,595000
2,1,"48,5",2,75006,775000
5,3,97,5,75005,1190000
4,3,149,3,75010,1475000
2,1,"26,6",2,75013,299000
2,1,52,4,75019,495000
3,2,72,4,75019,499000
5,3,88,4,75007,1146000
4,3,78,2,75003,899900
4,2,65,7,75015,387000
2,1,50,6,75014,525000
2,1,29,6,75014,315000
4,2,73,2,75014,779000
2,1,"38,5",3,75012,383000
2,1,38,7,75014,350000
5,2,126,4,75008,2150000
2,1,"44,4",7,75012,410000
4,2,"95,3",3,75020,900000
2,1,45,5,75009,850000
3,1,62,1,75017,558000
3,2,43,1,75014,330000
5,4,"93,4",1,75008,985000
2,1,"77,1",7,75015,810000
3,2,"67,6",3,75007,1080000
4,2,"67,5",3,75007,998000
2,1,40,1,75004,535000
4,2,94,1,75015,750000
5,3,"102,7",1,75018,815000
2,1,"32,9",6,75019,244000
3,2,59,4,75018,590000
4,3,"127,7",2,75020,1055000
2,1,"66,9",5,75020,565000
4,3,124,4,75001,1795000
2,1,"35,6",3,75004,460000
3,2,80,2,75011,698000
3,2,61,2,75015,595000
3,2,71,1,75010,549000
3,2,58,5,75020,550000
2,1,31,6,75012,357000
5,3,"83,6",1,75013,618000
4,2,94,3,75016,1120000
3,2,71,10,75014,625000
3,1,59,4,75010,725000
3,2,58,5,75020,550000
5,3,120,6,75012,1221000
2,1,52,1,75010,470000
2,1,"33,5",4,75006,500000
5,2,184,1,75016,2450000
4,2,70,1,75012,840000
3,2,54,4,75017,699500
5,3,133,4,75009,1650000
2,1,52,2,75002,530000
3,2,72,6,75006,860000
2,1,"38,2",1,75008,460000
2,1,44,2,75013,365000
7,3,"259,1",3,75016,6350000
4,2,110,4,75007,3100000
7,4,320,2,75008,5900000
8,5,"148,7",8,75019,1845000
4,2,96,4,75012,1220000
3,2,"51,2",5,75012,450000
2,1,28,2,75001,442000
5,3,73,1,75014,785000
